Charlie Mansion,"
Soi Chuan Chuen 6/6, Khwaeng Wong Sawang, Khet Bang Sue
",,
Chewathai Residence Bang Pho,"
32/1 Thanon Pracha Rat Sai 2, Khwaeng Bang Sue, Khet Bang Sue
","78.4,35,64,78.4,48,77,30,45,78.4,78.4,64,64,45,79,64,79,78,48,45","28,000,15,000,35,000,32,000,25,000,30,000,11,17k,32,000,32,000,35,000,32,000,25,000,32,000,35,000,31,000,32,000,24,000,25,000"
Baan Prachachuen,"
Pracha Chun 28 Yaek 2-1, Bang Sue, Bangkok 10800
",,
Chapter One Flow Bangpo,"
1005/4 ถนนประชาราษฎร์สาย1 Khwaeng Bang Sue, Khet Bang Sue
","28,29","8,000,33,000"
Chewathai Interchange,"
416 Thanon Pracha Rat Sai 2, Khwaeng Bang Sue, Khet Bang Sue
","55,28,53,28,30,41.4,27,27,70,52.13,27,28,55,28,28,27,27,27,67,54,56","25,000,12,000,32,000,13,000,25,000,15,500,11,000,11,000,25,000,23,000,10,500,12,000,25,000,12,000,12,000,11,000,11,000,12,000,30,000,18,20k"
Chapter One Shine Bangpo,"
999 Thanon Pracha Rat Sai 1, Khwaeng Bang Sue, Khet Bang Sue
","23,30,23,30,29,23,44,28.94,28.94,44.5,24,23,23.75,30,28.62,24,44,56.55,23,30","8,000,11,000,9,500,11,000,9,500,9,000,19,500,12,000,13,000,17,000,8,500,8,000,9,000,12,500,15,000,7,000,18,000,23,000,7,990,11,500"
Centric Scene Ratchavipha,"
9/245 Ratchadaphisek Road, Khwaeng Wong Sawang, Khet Bang Sue
","42,40.41,42,35,42,42,40,41,42,42,40.2,71,–,40.52,40,40.52,42,40,40.52,45.08,41","12,000,11,000,12,000,32,000,15,000,12,000,13,14k,10,000,11,000,15,000,25,000,25,000,12,000,9,500,9,000,11,997,10,000,12,000,14,000,14,999"
The Trust Residence Nuanchan,"
Nuan Chan Road, Khwaeng Nuanchan, Khet Bueng Kum
",,
Unio Ramkhamhaeng - Serithai,"
12/13 Thanon Seri Thai, Khwaeng Khlong Kum, Khet Bueng Kum
","23.09,27,24","6,500,8,500,6,900"
The Kith Plus Nawamin,"
91/238 Soi Amon Wiwat, Khwaeng Ram Inthra, Khet Khan Na Yao
",,
333 Riverside,"
Soi Khlong Suan, Khwaeng Bang Sue, Khet Bang Sue
","48,45,45,96,86.54,45,86,141.7,45,47,145,45,145,46.95,45,145,46,203,48,48,47,45","22,000,22,000,28,000,50,000,42,000,25,000,50,135k,20,25k,80,000,28,000,85,000,25,000,18,000,80,000,25,000,120,000,50,000,23,000,22,500,28,000"
Aspire Ratchada - Wongsawang,"
2124 ถนน กรุงเทพฯ-นนทบุรี Khwaeng Wong Sawang, Khet Bang Sue
","26,28,24,26,26,26,26.12,45,27,23,22.5,28,28,27,45,26.12,28,29,29,26","8,500,8,000,7,500,8,500,8,500,9,000,8,700,20,000,7,500,8,000,10,000,8,500,8,000,8,500,18,000,8,500,7,500,9,500,8,500,8,000"
Srimuang Mansion,"
59/599 Thanon Nawamin, Khwaeng Nuanchan, Khet Bueng Kum
",,
Sinthana Mansion,"
Nawamin 54, Khlong Kum, Bueng Kum, Bangkok 10240
",,
The Best Condominum,"
Thanon Nuan Chan, Khlong Kum, Bueng Kum, Bangkok 10240
",,
SPN Residence,"
Soi Nawamin 95, Khwaeng Nawamin, Khet Bueng Kum
",,
Ranee Condo Town,"
ซอย นวมินหร์ 135 แยก 4-2 Khwaeng Nuanchan, Khet Bueng Kum
",,
Mahasap Condo Town,"
Soi Maha Sap, Khwaeng Nawamin, Khet Bueng Kum
",,
Incio,"
Thanon Seri Thai, Khlong Kum, Bueng Kum, Bangkok 10240
",,
Ocean Residence @ Nawamin 163,"
91/238 Soi Amon Wiwat, Khwaeng Ram Inthra, Khet Khan Na Yao
",,
Plum Condo Nawamin,"
Nawamin 86, Khwaeng Nuanchan, Khet Bueng Kum
","28.5,29,30,30,30,29,30,29,29,30,29.101,28","8,000,6,500,7,000,7,000,5,000,5,963,6,500,5,000,6,000,6,500,5,500,6,500"
I CONDO Sukhapiban 2,"
Soi Thang Khao Samnak Ngan Khet Bueng Kum, Khlong Kum, Bueng Kum, Bangkok 10240
","30,30,32,31,31,31,32","8,000,8,000,8,000,7,500,7,500,7,500,8,500"
Lumpini Park Nawamin - Sriburapha,"
55 Thanon Nawamin, Khwaeng Nawamin, Khet Bueng Kum
","26.27,23,22.5,26,22.5,22.5,22.5,26,22,23,26,22,48,23,22.5,26,26,26,26,22.5","6,500,7,000,6,000,7,000,7,500,5,900,6,000,6,500,6,000,7,500,6,500,6,500,13,000,6,500,7,000,7,500,8,000,7,500,8,000,6,500"
Boonsita Bangkapi Condominium,"
Boonsita Condominium, Khwaeng Nuanchan, Khet Bueng Kum
",,
Lumpini Condo Town Nida - Serithai,"
Soi Som Wang, Khlong Kum, Bueng Kum, Bangkok 10240
","44,23,23.5,22.5,23,22,22.6,23,22,23,23.5,26,23,23,23,26,27,22.5,22.5,23","10,000,5,500,6,000,6,000,6,000,5,700,6,000,5,400,6,500,5,200,6,000,7,500,7,000,6,500,5,000,6,500,7,500,6,500,6,500,7,000"
Worarat Condominium,"
689/24 Soi Pathombut, Khwaeng Arun Amarin, Khet Bangkok Noi
",,
Baan Eua Arthorn Buengkum,"
627 Soi Seri Thai 43, Khwaeng Khan Na Yao, Khet Khan Na Yao
","33,33","2,800,2,800"
Ussawin Condo Ville,"
Soi Charan Sanitwong 45 Yaek 2, Arun Amarin, Bangkok Noi, Bangkok 10700
",,
dBURA Pran Nok,"
Soi Khao Mao 1, Ban Chang Lo, Bangkok Noi, Bangkok 10700
","29,38,30,37.3,33,39,30,40,30,18,000,38,38,31,29,30,30","9,000,15,000,9,500,12,000,12,000,13,500,10,000,13,500,10,000,18,000,14,000,13,500,11,000,9,500,10,000,12,000"
Baan Navatara,"
Soi Kaset-Nawamin, Khwaeng Nuanchan, Khet Bueng Kum
","32.72,52,64,33,32,48,33,45,32,61,61,32,38.51,33,33,32,33,63,47,44,48","10,000,12,000,20,000,13,000,8,500,20,000,11,000,16,000,10,000,23,000,25,000,13,000,13,000,8,500,11,000,10,12k,20,000,17,000,9,500,15,000"
Supee Condominium,"
Soi Charan Sanitwong 37, Khwaeng Bang Khun Si, Khet Bangkok Noi
",,
The Tree Charansanitwong 30,"
254/44 Charan Sanitwong Rd, Khwaeng Ban Chang Lo, Khet Bangkok Noi
","27,30,28","12,000,14,000,13,000"
Sun City MRT Yaek Fai Chai,"
261/145 Charan Sanitwong Rd, Khwaeng Bang Khun Si, Khet Bangkok Noi
",,
The Trust Residence Pinklao,"
151 Thanon Borommaratchachonnani, Khwaeng Arun Amarin, Khet Bangkok Noi
","29,34,28.5,29,28,29,29,29,33,30,30,30,28,28.5,29,29,28,29,29,28,30","8,500,8,500,8,500,9,000,8,500,8,000,8,500,8,500,11k,9,000,8,000,8,500,8,500,8,500,10,000,9,300,8,500,9,000,7,500,8,000,9,000"
President Condo Town,"
133/2 Borommaratchachonnani Road, Khwaeng Arun Amarin, Khet Bangkok Noi
",90,"53,000"
Prannok Condominium,"
157 Soi Itsaraphap 43, Khwaeng Ban Chang Lo, Khet Bangkok Noi
",,
Ratanakosin Island,"
159/23 ซอย เหล่าลดา Khwaeng Arun Amarin, Khet Bangkok Noi
","42,65,44,42","8,500,13,000,9,000,8,500"
Pracha Ruamjai Condo Town,"
Soi Charan Sanitwong 25 Yaek 18, Bang Khun Si, Bangkok Noi, Bangkok 10700
",32,"3,300"
Pinklao Condominium,"
Soi Borommaratchachonnani 17, Khwaeng Arun Amarin, Khet Bangkok Noi
",118,"25,000"
Pinklao River Park View,"
131/19 ถนน บรมราชชนนี Khwaeng Arun Amarin, Khet Bangkok Noi
","33,32","6,000,5,500"
Nakornluang Condominium,"
Soi Charan Sanitwong 31 Yaek 1, Bang Khun Si, Bangkok Noi, Bangkok 10700
",,
Dcondo Tann Charan,"
29 ซอย วัฒนสุข-นิเวศน์ Khwaeng Bang Khun Non, Khet Bangkok Noi
",,
Vibhavadi Place,"
Inthamara 35, Din Daeng, Bangkok 10400
",,
The Teak Ratchada 19,"
123 Soi Vibhavadi Rangsit 16, Khwaeng Din Daeng, Khet Din Daeng
",,
The Niche Ratchada - Huay Kwang,"
Pracha Songkhro 38, Din Daeng, Bangkok 10400
","42,35,36,35,35,35","15,000,16,17k,13,500,11,900,16,000,13,500"
The Kris Extra 5,"
Ratchadaphisek 17, Din Daeng, Bangkok 10400
","30,30,28,26,28,27.75,36.15,26.6,28.67,28,29","10,000,10,000,10,000,10,000,9,000,10,500,13,000,9,490,15,000,11,500,10,000"
The Kris Express 2,"
28 Soi Ratchadaphisek 19, Khwaeng Din Daeng, Khet Din Daeng
","30,42","11,000,13,000"
The Kris Extra 4,"
326 Soi Inthamara 45, Khwaeng Din Daeng, Khet Din Daeng
",34,"11,000"
The Excel Ratchada 17,"
12 Soi Inthamara 45, Khwaeng Din Daeng, Khet Din Daeng
",,
The Kris Ratchada,"
308 Soi Ratchadaphisek 17, Khwaeng Din Daeng, Khet Din Daeng
","30,35.7,28.5,28,87,41,65,84,84,47.67,86,27.75,83,30,23.27,34,29,25,37,34","15,000,13,000,9,500,11,500,30,000,20,000,17,000,30,000,30,000,14,000,30,000,10,500,28,000,13,000,10,000,15,000,10,000,11,000,13,000,15,000"
D Condo Charansanitwong,"
Soi Ongkan Suan Yang, Bang Khun Non, Bangkok Noi, Bangkok 10700
","30,29.6,30,29.5,30,30","8,000,7,500,7,500,7,500,7,500,7,500"
Bangkok Cannes,"
Charan Sanitwong 34, Arun Amarin, Bangkok Noi, Bangkok 10700
",,
The Line Asoke - Ratchada,"
Thanon Din Daeng, Khwaeng Din Daeng, Khet Din Daeng
","54,35,34.5,35.57,34.61,28,34.55,35,34.17,34.17,34.25,34.75,27.5,27.5,35,36,27.5,34.75,35.27,34.84","34,000,22,000,22,000,25,000,22,000,19,000,22,000,27,000,20,000,20,000,22,000,22,000,19,000,18,000,27,000,20,000,16,500,20,000,24,500,24,500"
Bangkok Noi Waterside,"
Soi Toem Bun, Khwaeng Bang Khun Non, Khet Bangkok Noi
",,
Bangkhunnon Rimnam,"
341 Watthana Suk Niwet, Khwaeng Bang Khun Non, Khet Bangkok Noi
",,
THE GOLDEN MASTER,"
1 Soi Vibhavadi Rangsit 16, Khwaeng Din Daeng, Khet Din Daeng
",,
Tarnwin Place,"
Tharawin Place, Khwaeng Din Daeng, Khet Din Daeng
",,
Ideo Mobi Charan Interchange,"
529/8 จรัญสนิทวงศ์ Khwaeng Bang Khun Si, Khet Bangkok Noi
","22,34,23,22.5,23,35,34,33,33.5,47,22,34.2,24,21,22.37,21.5,34,46.5,22,33,23","9,500,13,000,8,500,8,500,8,500,14,000,13,000,15,18k,18,000,11,000,15,000,8,500,8,500,9,000,8,500,12,500,17,000,13,000,15,000,8,000"
SN Mansion,"
150 Soi Wichian Khwan, Khwaeng Din Daeng, Khet Din Daeng
",,
Regent Ratchada Tower,"
Inthamara 49, Din Daeng, Bangkok 10400
",28,"6,000"
Ratchada Place,"
490/4 Soi Na Thong 6, Khwaeng Din Daeng, Khet Din Daeng
",,
Regent Home 5 Ratchada 19,"
Soi Dok Din, Khwaeng Chom Phon, Khet Chatuchak
","31,32.57,32,31","17,000,6,800,7,200,8,000"
Supalai Park Asoke - Ratchada,"
Thanon Din Daeng, Khwaeng Din Daeng, Khet Din Daeng
","63.37,63,64,49,49.12,33,49.5,64,34,49,34,65,33,64,50,34,33.67,65,35,42,50","25,000,28,000,25,000,15,000,19,000,13,000,32,000,22,23k,14,000,17,000,12,000,19,000,12,000,23,000,16,500,12,500,11,500,26,000,10,900,15,17k"
T.V.C. Condominium,"
1557-5257 Pracha Songkhro Rd, Khwaeng Din Daeng, Khet Din Daeng
","37.5,35,37,37,38,38","10,000,9,000,9,000,7,500,7,500,4,500"
Metro Place,"
Soi Yu Charoen 19, Khwaeng Din Daeng, Khet Din Daeng
",,
Pano Ville,"
Soi Sangkharoek Tai, Din Daeng, Bangkok 10400
","31,53,53,53,53,53,52,54,37.15,28,55,32.59,39,39,32.4,28,52","12,000,23,000,23,000,23,000,23,000,23,000,20,000,22,500,13,500,12,000,24,000,14,000,12,000,12,500,11,000,11,000,20,000"
Srivara Mansion,"
Soi Chan Mueang, Khwaeng Din Daeng, Khet Din Daeng
","40,40,40,40,40,40,40,38,40,40,100,85,40,40,40,92,100,100,37","12,000,8,000,12,000,12,000,8,500,9,000,8,500,9,000,9,500,9,000,20,000,24,000,11,000,9,000,9,000,20,000,20,000,25,000,13,000"
Metro Sky Ratchada,"
Soi Inthamara 47, Khwaeng Din Daeng, Khet Din Daeng
","27,35,34,30,28,27,27,27,30,30,30,28,28,30,30,35,30,38,35,27","13,500,15,000,15,000,13,000,12,000,13,000,11,000,12,000,12,000,13,000,13,000,11,000,12,000,15,000,12,500,15,000,12,000,15,000,15,000,12,000"
Metro Luxe Ratchada,"
419 Soi Inthamara 47, Khwaeng Din Daeng, Khet Din Daeng
","43,29,26,28,28,28,28,35,28,29.5,32,28,28.46,29.5,28,28,29,30,28,28","20,000,12,000,12,000,15,000,13,000,12,000,14,000,15,000,12,000,12,500,13,000,12,000,16,500,13,000,13,000,16,000,13,000,15,000,12,000,13,000"
Maestro 03 Ratchada - Rama 9,"
322/81 Soi Ratchadaphisek 3, Khwaeng Din Daeng, Khet Din Daeng
","57.24,31,29,29,29,66.5,29,58,29,29,29.42,57,29,67.53,29.48,29,29,58,30,30","30,000,19,000,15,000,15,000,14,000,35,000,16,000,34,000,16,000,16,000,15,000,37,000,14,000,50,000,17,000,16,000,17,000,34,000,14,500,16,000"
Maestro 19 Ratchada 19 – Vipha,"
98 Soi Vibhavadi Rangsit 16, Khwaeng Din Daeng, Khet Din Daeng
","34.62,29.66,39.78,29.66,35,34,33,48,27,60,33,32,29,29.66,34.39,36.54,30,29,33,33","16,500,13,18k,15,000,16,000,16,500,16,000,23,000,14,000,26,000,15,000,15,000,15,000,15,000,17,000,18,000,15,000,16,000,13,000,14,000"
Le Rich Ratchada - Sutthisarn,"
Soi Thanom Chit, Din Daeng, Bangkok 10400
",,
Kes Ratchada Condominium,"
ถนน ประชาสงเคราะห์ - ซอย สุทธิพร Khwaeng Din Daeng, Khet Din Daeng
",33.38,"10,000"
K. Siam Mansion,"
187/1 Soi Pracha Songkhro 2, Khwaeng Din Daeng, Khet Din Daeng
",28,"4,700"
Klangkrung Resort,"
27 Soi Ratchadaphisek 7, Khwaeng Din Daeng, Khet Din Daeng
","61,45,64,73,48,61,47,36,48,61,61,52,47,47,60","16,000,18,900,18,900,28,000,15,000,16,000,15,000,15,16k,18,900,16,800,15,000,14,000,15,000,17,000"
Huay Kwang Condominium,"
292 Soi Pracha Songkhro 47, Khwaeng Din Daeng, Khet Din Daeng
",21,"4,800"
Ideo Ratchada-Sutthisan,"
1009 ซอย จิ๊ปดำริห์ Khwaeng Din Daeng, Khet Din Daeng
",,
D.D. Tower,"
16-24 Pracha Songkhro Road, Khwaeng Din Daeng, Khet Din Daeng
",,
Emerald Residence Ratchada,"
Soi Na Thong 9, Khwaeng Din Daeng, Khet Din Daeng
","33,47,30,30,220,30,29.31,43,28,32,29,28,32,29.8","14,000,20,000,11,000,11,000,85,000,12,500,11,500,22,000,13,000,13,500,11,000,11,000,11,000,13,500"
Fuse Miti Sutthisan - Ratchada,"
7-9 Thanon Sutthisan Winitchai, Khwaeng Din Daeng, Khet Din Daeng
","33,50,50,50,29.87,50,30,29.87,29.58,30,30,29.87,29.87,33,30,33,29,30,49,30","13,000,23,000,17,000,25,000,13,000,23,000,13,000,13,000,13,000,13,000,13,000,12,000,12,000,15,000,10,000,13,000,12,000,12,500,25,000,12,000"
D Condo Ratchada 19,"
Soi Sangkharoek Tai, Khwaeng Din Daeng, Khet Din Daeng
","44,44.44","15,000,18,000"
Condo One Ratchada - Ladprao,"
Soi Sangkharoek Tai, Din Daeng, Bangkok 10400
","47.42,30","15,000,12,000"
City Room  Ratchada - Suthisan,"
Thanon Sutthisan Winitchai, Din Daeng, Bangkok 10400
","34,34,35,34,34,32,33,32.98,29,32.98","12,000,11,000,11,000,11,000,12,000,11,000,10,900,12,000,13,000,12,000"
City Court,"
494 Soi Ratchadaphisek 13, Khwaeng Din Daeng, Khet Din Daeng
","32.12,32.12","8,000,8,000"
Chateau In Town Vibhavadi 10,"
141 Inthamara 33 Alley, Khwaeng Din Daeng, Khet Din Daeng
",28.32,"11,900"
Chateau In Town Ratchada 19,"
Soi Sangkharoek Tai, Khwaeng Din Daeng, Khet Din Daeng
","31,33,33.5,33","15,000,13,000,12,500,13,500"
Chateau In Town Ratchada 17,"
Inthamara 47, Din Daeng, Bangkok 10400
","53,52,35","15,000,10,000,12,000"
Chateau In Town Ratchada 13,"
Soi Chat Anuson 3, Din Daeng, Bangkok 10400
","126.87,104.29,54,60,58.43,37","120,000,80,000,12,500,18,000,16,000,12,000"
Boutique Ratchada 2,"
30 Soi Inthamara 49, Khwaeng Din Daeng, Khet Din Daeng
",52,"14,000"
Boutique Ratchada 17,"
Inthamara 49, Din Daeng, Bangkok 10400
","31,–","7,500,10,000"
Baan Klang Krung Resort (Ratchada 7),"
Soi Na Thong 9, Khwaeng Din Daeng, Khet Din Daeng
","59,36,65,101,62","15,000,10,000,16,500,30,000,16,000"
Casa Condo Asoke - Dindaeng,"
Thanon Din Daeng, Khwaeng Din Daeng, Khet Din Daeng
","30.68,34,22,40,26,30.6,34.09,26,26,26,26,26,25.96,30,26,26,34,30.6,30.68,34","13,000,14,000,12,000,13,000,11,000,14,000,13,000,11,000,12,000,10,000,9,000,10,000,9,500,14,000,11,000,10,000,14,000,15,000,14,000,14,000"
Centric Ratchada - Suthisan,"
Thanon Sutthisan Winitchai, Din Daeng, Bangkok 10400
","60,33,32.9,33,27,32,56,32.9,58,60,62,56,32.9,32,49,56,32.9,36,–,33","32,000,14,000,15,000,14,000,16,000,15,000,31,000,15,000,30,000,32,000,25,000,28,000,15,000,15,20k,35,000,15,000,17,000,27,000,27,000,15,000"
Thong Thai Condominium,"
ถนน วุฒากาศ Khwaeng Bang Kho, Khet Chom Thong
",,
A Space Hideaway Asoke - Ratchada,"
607 Thanon Din Daeng, Khwaeng Din Daeng, Khet Din Daeng
","78,53,61.6,53,78,78,35,54,52.1,78,35,52,52.1,53,53,52.5,52","23,000,22,000,18,000,20,000,20,000,23,000,10,000,16,000,22,000,20,000,12,000,12,000,22,000,22,000,22,000,20,000,19,000"
Amanta Ratchada,"
Soi Yu Charoen Yaek 14, Din Daeng, Bangkok 10400
","74,95,85,123,86,–,–,85,109,83,83,87,98,74,83,84,85,84,–,83","25,000,35,000,40,000,50,000,35,000,40,000,34,000,40,000,35,000,30,000,30,000,30,000,39,000,25,000,30,000,33,000,25,000,34,000,41,000,30,000"
A Space I.D. Asoke - Ratchada,"
Thanon Din Daeng, Din Daeng, Bangkok 10400
","33,30,68,34,72,33,33,33.34,30,35,68,34,33,36,33,35,33.34,34,33,70","180,000,15,000,33,000,16,000,35,000,17,000,16,500,16,000,22,000,17,000,33,000,20,000,14,000,19,000,18,000,12,000,18,000,16,500,14,000,33,000"
The Tempo Grand Sathorn - Wutthakat,"
Ratchapruk Road, Khwaeng Bang Kho, Khet Chom Thong
","60,30,26,28,32,31,31.5,30,31.5,31,30,48,31,34,30,31,31,33.8,31,33.8","50,000,12,900,11,000,13,000,12,000,12,000,12,000,9,000,12,500,12,000,11,000,21,000,12,000,13,000,10,000,12,000,11,500,14,000,12,000,15,000"
The Niche ID - Rama 2,"
เดอะนิชไอดี พระรามที่ 2 Khwaeng Bang Mot, Khet Chom Thong
","30,30,30,7,500,35,30,34,34,34.5,30,28,34.43","7,500,7,500,7,000,7,500,8,000,7,500,7,800,7,800,8,000,7,000,6,477,7,500"
A Space Asoke - Ratchada,"
Thanon Din Daeng, Khwaeng Din Daeng, Khet Din Daeng
","35,35,32,43,37.91,53,25,53,71.67,35,53,35,35,–,35,68,53,35.5,54,76","11,000,18,000,17,000,13,500,9,500,22,000,8,500,20,000,30,000,12,000,22,000,125,000,13,000,23,000,12,000,35,000,20,000,12,000,19,000,21,000"
The Key Wutthakat,"
Thanon Ratchaphruek, Khwaeng Bang Kho, Khet Chom Thong
","33,33.24,32,56,56,30,32,60,33,31,56,33,33,33,33,33,56.7,32,33,56","12,000,11,000,12,000,23,000,20,000,10,000,15,000,23,000,11,000,11,000,25,000,10,000,11,000,11,000,11,000,12,500,25,000,10,000,10,000,19,000"
Seevasu Condo Town,"
13/144 ถนน วุฒากาศ Khwaeng Bang Kho, Khet Chom Thong
","560,231,26","250,000,120,000,2,200"
Saengthong Condominium,"
Soi Ruamjit, Tambon Cha-am, Amphoe Cha-am, Chang Wat Phetchaburi 76120
",,
People Park Place,"
7/41 Soi Anamai Ngam Charoen 15, Khwaeng Tha Kham, Khet Bang Khun Thian
",,
The Key Sathorn - Ratchapruek,"
Ratchapruk Road, Bang Kho, Chom Thong, Bangkok 10150
","31,31,31,30,31,30.5,62,31,32,33,31,31,31,31,32,31,31,28,31,31","8,000,10,000,11,000,8,000,10,000,10,000,16,000,10,000,12,000,12,000,10,000,12,000,8,500,9,500,11,000,10,000,9,500,9,500,10,000,13,000"
Plum Condo Extra Rama 2,"
Thanon Praram 2, Khwaeng Bang Mot, Khet Chom Thong
","28.5,24,25,23,29,28,23,23,23,29","7,500,5,000,5,500,7,000,7,000,6,500,6,000,6,000,6,000,7,000"
Origins Rama 2,"
Thanon Praram 2, Khwaeng Bang Mot, Khet Chom Thong
","28.5,30,56,29,40,28,30,30,30","8,000,7,000,15,000,8,500,9,500,6,500,6,000,6,500,6,000"
Ekachai Condominium 2,"
Soi Ekkachai 32, Khwaeng Bang Khun Thian, Khet Chom Thong
",,
Niche id Rama 2 - Daokhanong,"
50/18 Thanon Praram 2, Khwaeng Bang Mot, Khet Chom Thong
",30,"7,000"
Chaigoon Tower,"
96/83 ถนน พระราม ๒ Khwaeng Bang Mot, Khet Chom Thong
",32,"3,000"
Lumpini Place Suksawat - Rama 2,"
12 Thanon Suk Sawat, Khwaeng Chom Thong, Khet Chom Thong
","27,26.5,28,26,26.5,26.4,27,26,26,26,26,40,27,26,26.5,26,26,26,37,28","8,500,7,500,7,500,7,500,7,500,7,500,7,000,7,500,7,500,7,500,7,500,10,000,7,500,7,500,7,500,7,500,7,500,7,500,11,000,8,000"
Baan Suan Rimnam,"
Rama II Soi 33 Yaek 7, Bang Mot 1, Chom Thong, Bangkok 10150
",,
Ideo Wutthakat,"
Ratchapruk Road, Khwaeng Bang Kho, Khet Chom Thong
","21,45,45,46,45,21.7,30,30,45,30,30,21,23,21,21,23,30,21,31,45","8,500,18,000,18,000,18,000,19,000,9,500,12,000,12,000,19,000,12,000,12,000,8,500,8,500,9,000,9,500,8,500,12,000,8,500,11,000,18,000"
T.J. Ville,"
150/4 อิสรภาพ Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
The Privacy Thaphra Interchange,"
23/45 Soi Charan Sanitwong 1, Khwaeng Wat Tha Phra, Khet Bangkok Yai
","9,900,25,23.13,49.5,25,26,26,51,26,22.5,26.5","9,900,12,000,12,000,24,000,11,000,10,000,10,000,23,000,9,999,12,500,14,500"
The Estate @ Thapra,"
Soi Wat Tha Phra, Wat Tha Phra, Bangkok Yai, Bangkok 10600
","25,25,30,30,30,25,29.5,29.5,29.5","7,500,7,500,8,500,5,500,6,500,7,500,8,000,8,500,8,500"
UNIO Charan 3,"
644 จรัญสนิทวงศ์ Khwaeng Wat Tha Phra, Khet Bangkok Yai
","28,28,28,23,28,28.19,28.19,28.5,28,28.5,28,28,28,28,28,28,28.5,28,28,30","7,000,7,000,7,000,5,900,7,000,7,500,7,000,7,900,7,500,8,000,7,000,7,000,7,500,7,500,6,200,7,000,7,900,7,000,7,500,7,000"
Aspire Sathorn - Taksin,"
Ratchapruk Road, Bang Kho, Chom Thong, Bangkok 10150
","46,45,30,27,26.51,22,26.5,27,28,26.5,26.5,28.5,26,26.51,26,26.52,26,26,28,29","15,000,20,000,8,500,10,000,9,500,8,500,10,000,9,000,9,000,10,000,8,500,8,500,10,000,9,500,9,000,10,000,15,000,25,000,9,900,12,000"
Sricharoen Condo Town,"
136/96 จรัญสนิทวงศ์ Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
T.P. Condo Town,"
141 ซอย จรัญสนิทวงศ์ 4 Khwaeng Wat Tha Phra, Khet Bangkok Yai
",27.32,"3,400"
The Parkland Phetkasem - Thapra,"
Phetkasem Frontage Rd, Khwaeng Wat Tha Phra, Khet Bangkok Yai
","32,32,33,32,62,33,34,35.46,33,32,32,32,33,37,32,32,62,33.7,32,62,32","10,000,10,000,12,000,11,000,22,000,12,000,13,000,22,000,10,000,11,000,10,000,12,000,12,14k,10,000,11,000,23,000,12,000,12,000,25,000,12,000"
Sivalai Condominium,"
Soi Charan Sanitwong 12 Yaek 3, Wat Tha Phra, Bangkok Yai, Bangkok 10600
","55,50","7,000,5,000"
Sangkrajai Condominium,"
9105 Soi Phet Kasem 4, Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
Songsang Condo,"
Soi Rong Lek, Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
Phosamton Living,"
120/12 Soi Wat Diduat, Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
P&S Place,"
317 Thanon Phanitchayakanthonburi, Khwaeng Wat Tha Phra, Khet Bangkok Yai
","52,52,35","9,500,9,500,5,900"
Niche Mono Itsaraphap,"
379 Itsaraphap Rd, Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
Issara Place,"
407 ถนน อิสรภาพ Khwaeng Wat Arun, Khet Bangkok Yai
",,
Library Houze Charan 13,"
1396 จรัญสนิทวงศ์ Khwaeng Wat Tha Phra, Khet Bangkok Yai
","32.31,37,27","8,000,7,500,8,000"
Hallmark Charan 13,"
659 จรัญสนิทวงศ์ Khwaeng Wat Tha Phra, Khet Bangkok Yai
",,
Park Ville Viphavadi,"
Thanon Kamphaeng Phet 6, Si Kan, Don Mueang, Bangkok 10210
",26,"6,500"
P.P.H. Condo,"
Soi Chang Akat Uthit 11, Khwaeng Don Mueang, Khet Don Mueang
","22,23,23","5,000,4,200,4,200"
Park View Viphavadi,"
1 Thanon Kamphaeng Phet 6, Khwaeng Don Mueang, Khet Don Mueang
","33,27,33,33,32.25,29,33,33,33,33,33,63,63.5","8,500,6,700,8,000,8,500,8,000,6,900,8,000,7,500,7,500,8,000,7,500,16,499,19,500"
City Home Tha - Phra Intersection,"
Soi Sap Prasoet, Wat Tha Phra, Bangkok Yai, Bangkok 10600
","41,48,48,20,48,32,48,48,48,78,40,49,46,88,37,47,48,98,47.63,48","9,000,11,000,9,500,8,000,10,000,7,000,15,000,9,000,9,500,17,000,8,000,12,000,9,000,18,000,11,000,10,500,12,000,25,000,10,500,8,000"
Niran Condominium Donmuang,"
28 ซอย สรงประภา Khwaeng Si Kan, Khet Don Mueang
",,
Niran Condotel 4,"
161/33 Chang Akat Uthit Rd, Khwaeng Don Mueang, Khet Don Mueang
",48,"4,000"
Ideo Thaphra Interchange,"
Phetkasem Frontage Rd, Khwaeng Wat Tha Phra, Khet Bangkok Yai
","35,28,28,28,35,27.5,27.5,27.5,28,28,28.5,35.35,27,28,27.73,28.5,28,28,27.9,27.5","15,000,11,000,12,900,10,000,15,000,10,000,10,000,11,500,11,000,11,000,13,000,13,500,12,000,11,000,10,000,13,000,11,000,11,500,12,000,12,000"
